Stage1_Customer_ID,Stage1_Customer_Segment,Stage1_Region,Stage1_Avg_Order_Value,Stage2_Total_Orders,Stage2_Last_Purchase_Days_Ago,Stage2_Preferred_Category,Stage2_Past_Spend_Total,Stage3_Product_ID,Stage3_Product_Name,Stage3_Product_Category,Stage3_Category_Affinity_Score,Stage4_Discount_Sensitivity,Stage4_Estimated_Redemption_Rate,Stage4_Proposed_Discount_Pct,Stage5_Regional_Demand_Index,Stage5_Projected_Promo_Demand_Units,Stage6_Store_Stock_Qty,Stage6_Days_Of_Supply,Stage6_Stockout_Risk_Flag,Stage7_Base_Price,Stage7_Post_Discount_Price,Stage7_Margin_Pct_After_Discount,Stage7_Projected_Margin_Dollars,Stage7_Margin_Risk_Flag,Stage8_Promotion_Fit_Score,Stage8_Risk_Level,Stage8_Risk_Badge,Stage8_AI_Why_Rationale
CUST_PL_1091,"Bargain Hunters","South Region",69,21,6,"Home Goods",1449,"prod_yoga_activewear_set","Luxe Breathable Yoga Activewear Set","Apparel",92%,92%,42.1%,15%,1.45,505,450,42,TRUE,95,80.75,50.6%,20629,FALSE,76,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (450 units) is lower than projected promotional demand (505 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1092,"High-Value VIP Loyalists","East Region",242,23,42,"Beauty & Care",5566,"prod_office_chair","Ergonomic Mesh Executive Chair","Home Goods",35%,25%,26.3%,30%,1.45,118,450,42,FALSE,210,147,17.1%,2974,FALSE,60,"HEALTHY","🟢 Healthy Stock","Recommended for High-Value VIP Loyalists in East Region: Driven by high category affinity (+25%) for Home Goods, a regional demand index of 1.45x in East Region, and historical redemption conversion (+49%). Projected to generate +₹17,346 in incremental revenue while preserving ₹2,974 in margin dollars (17.1% post-discount margin)."
CUST_PL_1093,"Tech & Trendsetters","West Region",198,24,21,"Home Goods",4752,"prod_espresso_maker","Compact Artisan Espresso Machine","Home Goods",92%,38%,36.8%,25%,1.45,285,35,6,TRUE,260,195,30.7%,17043,FALSE,63,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (285 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1094,"Seasonal Home Organizers","Central Region",114,26,18,"Beauty & Care",2964,"prod_dutch_oven","Enameled Cast Iron Dutch Oven Set","Home Goods",92%,65%,39.5%,20%,1.45,474,450,42,TRUE,140,112,37.5%,19908,FALSE,72,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (450 units) is lower than projected promotional demand (474 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1095,"Urban Fitness Enthusiasts","North Region",140,27,28,"Outdoor Gear",3780,"prod_robot_vacuum","Smart Navigation Robot Vacuum Cleaner","Home Goods",35%,45%,23.1%,15%,1.45,260,450,42,FALSE,310,263.5,38.8%,26598,FALSE,62,"HEALTHY","🟢 Healthy Stock","Recommended for Urban Fitness Enthusiasts in North Region: Driven by high category affinity (+25%) for Home Goods, a regional demand index of 1.45x in North Region, and historical redemption conversion (+41%). Projected to generate +₹68,510 in incremental revenue while preserving ₹26,598 in margin dollars (38.8% post-discount margin)."
CUST_PL_1096,"Bargain Hunters","South Region",74,29,6,"Apparel",2146,"prod_skincare_bundle","Hydrating Botanical Skincare Trio Bundle","Beauty & Care",92%,92%,48%,30%,1.45,576,35,6,TRUE,78,54.6,40%,12580,FALSE,71,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (576 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1097,"High-Value VIP Loyalists","East Region",247,30,42,"Apparel",7410,"prod_hair_dryer_styler","Ionic Hair Dryer & Multi-Styler Wand","Beauty & Care",92%,25%,30%,15%,1.45,135,450,42,FALSE,160,136,41.2%,7560,FALSE,78,"HEALTHY","🟢 Healthy Stock","Recommended for High-Value VIP Loyalists in East Region: Driven by high category affinity (+95%) for Beauty & Care, a regional demand index of 1.45x in East Region, and historical redemption conversion (+31%). Projected to generate +₹18,360 in incremental revenue while preserving ₹7,560 in margin dollars (41.2% post-discount margin)."
CUST_PL_1098,"Tech & Trendsetters","West Region",203,32,21,"Electronics",6496,"prod_camping_tent","All-Weather 4-Person Camping Tent","Outdoor Gear",35%,38%,24.1%,20%,1.45,187,450,42,FALSE,320,256,37.5%,17952,FALSE,62,"HEALTHY","🟢 Healthy Stock","Recommended for Tech & Trendsetters in West Region: Driven by high category affinity (+25%) for Outdoor Gear, a regional demand index of 1.45x in West Region, and historical redemption conversion (+43%). Projected to generate +₹47,872 in incremental revenue while preserving ₹17,952 in margin dollars (37.5% post-discount margin)."
CUST_PL_1099,"Seasonal Home Organizers","Central Region",119,33,18,"Home Goods",3927,"prod_hydration_flask","Insulated Stainless Steel Hydration Flask","Outdoor Gear",92%,65%,41.7%,25%,1.45,500,35,6,TRUE,42,31.5,49.3%,7770,FALSE,69,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (500 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1100,"Urban Fitness Enthusiasts","North Region",145,35,28,"Footwear",5075,"prod_smartwatch_pro","Pro Performance Smartwatch","Electronics",92%,45%,40.4%,30%,1.45,455,450,42,TRUE,240,168,31.4%,24024,FALSE,71,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (450 units) is lower than projected promotional demand (455 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1101,"Bargain Hunters","South Region",79,36,6,"Beauty & Care",2844,"prod_earbuds_wireless","Noise-Cancelling Wireless Earbuds","Electronics",35%,92%,31.6%,15%,1.45,379,450,42,FALSE,180,153,3.5%,2047,TRUE,55,"MARGIN_RISK","🟡 Tight Stock","🟠 Operational Risk: Post-Discount Margin Floor Breach: Proposed discount depth reduces post-promo margin to 3.5%, dropping below our mandatory 15% company margin floor threshold. Risk of profit cannibalization. Operational Action Required: Cap maximum discount depth at 15% or require explicit sign-off from Category Lead Sravanthi."
CUST_PL_1102,"High-Value VIP Loyalists","East Region",252,38,42,"Outdoor Gear",9576,"prod_coffee_roast","Organic Dark Roast Gourmet Coffee","Home Goods",35%,25%,24%,25%,1.45,108,35,6,TRUE,150,112.5,11.1%,1345,TRUE,40,"MARGIN_RISK","🔴 Stockout Risk","🟠 Operational Risk: Post-Discount Margin Floor Breach: Proposed discount depth reduces post-promo margin to 11.1%, dropping below our mandatory 15% company margin floor threshold. Risk of profit cannibalization. Operational Action Required: Cap maximum discount depth at 15% or require explicit sign-off from Category Lead Sravanthi."
CUST_PL_1103,"Tech & Trendsetters","West Region",208,39,21,"Home Goods",8112,"prod_running_shoes_apex","Apex Trail Running Shoes","Footwear",35%,38%,21.8%,15%,1.45,169,450,42,FALSE,150,127.5,38.8%,8366,FALSE,62,"HEALTHY","🟢 Healthy Stock","Recommended for Tech & Trendsetters in West Region: Driven by high category affinity (+25%) for Footwear, a regional demand index of 1.45x in West Region, and historical redemption conversion (+37%). Projected to generate +₹21,548 in incremental revenue while preserving ₹8,366 in margin dollars (38.8% post-discount margin)."
CUST_PL_1104,"Seasonal Home Organizers","Central Region",124,41,18,"Outdoor Gear",5084,"prod_hiking_boots","All-Terrain Waterproof Hiking Boots","Footwear",35%,65%,33.4%,30%,1.45,401,450,42,FALSE,185,129.5,31.4%,16321,FALSE,61,"TIGHT_STOCK","🟡 Tight Stock","🟢 Zero Operational Risk: Supply Chain & Margin Confirmed: Confirmed robust inventory position (450 units, 42 days of supply) to comfortably support the 401-unit demand surge. Post-discount margin of 31.4% comfortably exceeds our company 15% floor. Proceed with campaign launch and automated cross-channel promotion."
CUST_PL_1105,"Urban Fitness Enthusiasts","North Region",135,42,28,"Apparel",5670,"prod_casual_sneakers","Classic Organic Canvas Sneakers","Footwear",92%,45%,38.1%,25%,1.45,429,35,6,TRUE,85,63.75,26.7%,7293,FALSE,63,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (429 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1106,"Bargain Hunters","South Region",69,44,6,"Home Goods",3036,"prod_winter_parka","UltraWarm Waterproof Winter Parka","Apparel",92%,92%,44.3%,20%,1.45,532,450,42,TRUE,280,224,43.8%,52136,FALSE,76,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (450 units) is lower than projected promotional demand (532 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1107,"High-Value VIP Loyalists","East Region",242,5,42,"Beauty & Care",1210,"prod_leather_jacket","Premium Italian Napa Leather Jacket","Apparel",92%,25%,30%,15%,1.45,135,450,42,FALSE,340,289,52.9%,20655,FALSE,80,"HEALTHY","🟢 Healthy Stock","Recommended for High-Value VIP Loyalists in East Region: Driven by high category affinity (+95%) for Apparel, a regional demand index of 1.45x in East Region, and historical redemption conversion (+31%). Projected to generate +₹39,015 in incremental revenue while preserving ₹20,655 in margin dollars (52.9% post-discount margin)."
CUST_PL_1108,"Tech & Trendsetters","West Region",198,7,21,"Electronics",1386,"prod_yoga_activewear_set","Luxe Breathable Yoga Activewear Set","Apparel",35%,38%,28.6%,30%,1.45,222,35,6,TRUE,95,66.5,40%,5905,FALSE,48,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (222 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1109,"Seasonal Home Organizers","Central Region",114,8,18,"Beauty & Care",912,"prod_office_chair","Ergonomic Mesh Executive Chair","Home Goods",92%,65%,37.2%,15%,1.45,446,450,42,FALSE,210,178.5,31.8%,25288,FALSE,75,"TIGHT_STOCK","🟡 Tight Stock","🟢 Zero Operational Risk: Supply Chain & Margin Confirmed: Confirmed robust inventory position (450 units, 42 days of supply) to comfortably support the 446-unit demand surge. Post-discount margin of 31.8% comfortably exceeds our company 15% floor. Proceed with campaign launch and automated cross-channel promotion."
CUST_PL_1110,"Urban Fitness Enthusiasts","North Region",140,10,28,"Electronics",1400,"prod_espresso_maker","Compact Artisan Espresso Machine","Home Goods",35%,45%,25.4%,20%,1.45,286,450,42,FALSE,260,208,35%,20821,FALSE,63,"HEALTHY","🟢 Healthy Stock","Recommended for Urban Fitness Enthusiasts in North Region: Driven by high category affinity (+25%) for Home Goods, a regional demand index of 1.45x in North Region, and historical redemption conversion (+47%). Projected to generate +₹59,488 in incremental revenue while preserving ₹20,821 in margin dollars (35.0% post-discount margin)."
CUST_PL_1111,"Bargain Hunters","South Region",74,11,6,"Apparel",814,"prod_dutch_oven","Enameled Cast Iron Dutch Oven Set","Home Goods",92%,92%,46.6%,25%,1.45,559,35,6,TRUE,140,105,33.3%,19565,FALSE,69,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (559 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1112,"High-Value VIP Loyalists","East Region",247,13,42,"Apparel",3211,"prod_robot_vacuum","Smart Navigation Robot Vacuum Cleaner","Home Goods",35%,25%,26.3%,30%,1.45,118,450,42,FALSE,310,217,25.7%,6584,FALSE,61,"HEALTHY","🟢 Healthy Stock","Recommended for High-Value VIP Loyalists in East Region: Driven by high category affinity (+25%) for Home Goods, a regional demand index of 1.45x in East Region, and historical redemption conversion (+49%). Projected to generate +₹25,606 in incremental revenue while preserving ₹6,584 in margin dollars (25.7% post-discount margin)."
CUST_PL_1113,"Tech & Trendsetters","West Region",203,14,21,"Home Goods",2842,"prod_skincare_bundle","Hydrating Botanical Skincare Trio Bundle","Beauty & Care",35%,38%,21.8%,15%,1.45,169,450,42,FALSE,78,66.3,50.6%,5668,FALSE,64,"HEALTHY","🟢 Healthy Stock","Recommended for Tech & Trendsetters in West Region: Driven by high category affinity (+25%) for Beauty & Care, a regional demand index of 1.45x in West Region, and historical redemption conversion (+37%). Projected to generate +₹11,205 in incremental revenue while preserving ₹5,668 in margin dollars (50.6% post-discount margin)."
CUST_PL_1114,"Seasonal Home Organizers","Central Region",119,16,18,"Home Goods",1904,"prod_hair_dryer_styler","Ionic Hair Dryer & Multi-Styler Wand","Beauty & Care",92%,65%,41.7%,25%,1.45,500,35,6,TRUE,160,120,33.3%,20000,FALSE,66,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (500 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1115,"Urban Fitness Enthusiasts","North Region",145,17,28,"Outdoor Gear",2465,"prod_camping_tent","All-Weather 4-Person Camping Tent","Outdoor Gear",92%,45%,33.6%,15%,1.45,378,450,42,FALSE,320,272,41.2%,42336,FALSE,75,"TIGHT_STOCK","🟡 Tight Stock","🟢 Zero Operational Risk: Supply Chain & Margin Confirmed: Confirmed robust inventory position (450 units, 42 days of supply) to comfortably support the 378-unit demand surge. Post-discount margin of 41.2% comfortably exceeds our company 15% floor. Proceed with campaign launch and automated cross-channel promotion."
CUST_PL_1116,"Bargain Hunters","South Region",79,19,6,"Beauty & Care",1501,"prod_hydration_flask","Insulated Stainless Steel Hydration Flask","Outdoor Gear",35%,92%,38.3%,30%,1.45,460,450,42,TRUE,42,29.4,45.7%,6182,FALSE,61,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (450 units) is lower than projected promotional demand (460 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1117,"High-Value VIP Loyalists","East Region",252,20,42,"Outdoor Gear",5040,"prod_smartwatch_pro","Pro Performance Smartwatch","Electronics",35%,25%,24%,25%,1.45,108,35,6,TRUE,240,180,36%,6998,FALSE,45,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (108 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
CUST_PL_1118,"Tech & Trendsetters","West Region",208,22,21,"Electronics",4576,"prod_earbuds_wireless","Noise-Cancelling Wireless Earbuds","Electronics",92%,38%,34.6%,20%,1.45,268,450,42,FALSE,180,144,-2.5%,-965,TRUE,72,"MARGIN_RISK","🟠 Margin Risk","🟠 Operational Risk: Post-Discount Margin Floor Breach: Proposed discount depth reduces post-promo margin to -2.5%, dropping below our mandatory 15% company margin floor threshold. Risk of profit cannibalization. Operational Action Required: Cap maximum discount depth at 15% or require explicit sign-off from Category Lead Sravanthi."
CUST_PL_1119,"Seasonal Home Organizers","Central Region",124,23,18,"Outdoor Gear",2852,"prod_coffee_roast","Organic Dark Roast Gourmet Coffee","Home Goods",92%,65%,37.2%,15%,1.45,446,450,42,FALSE,150,127.5,21.5%,12243,FALSE,73,"TIGHT_STOCK","🟡 Tight Stock","🟢 Zero Operational Risk: Supply Chain & Margin Confirmed: Confirmed robust inventory position (450 units, 42 days of supply) to comfortably support the 446-unit demand surge. Post-discount margin of 21.5% comfortably exceeds our company 15% floor. Proceed with campaign launch and automated cross-channel promotion."
CUST_PL_1120,"Urban Fitness Enthusiasts","North Region",135,25,28,"Footwear",3375,"prod_running_shoes_apex","Apex Trail Running Shoes","Footwear",92%,45%,40.4%,30%,1.45,455,35,6,TRUE,150,105,25.7%,12285,FALSE,64,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Operational Risk: Inventory Stockout & Supply Chain Fulfillment Shortfall: Available store inventory (35 units) is lower than projected promotional demand (455 units). Running this promotion at 20% discount risks 100% stock depletion and fulfillment failure. Reorder lead time is 5 days. Operational Action Required: Reduce discount depth by 5-10% to curb excess demand, or reallocate 150+ units from adjacent regional warehouse prior to launch."
